,Zip Code,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Churn,CLTV
1227,95637,Female,1,0,0,27,1,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,0,Credit card (automatic),88.3,1,2420
1228,95639,Male,0,0,0,69,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),104.05,1,4254
1229,95642,Male,0,1,0,22,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),94.7,1,5615
1230,95650,Female,1,1,0,56,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),100.65,1,4803
1231,95661,Female,1,1,0,66,1,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),80.55,1,4400
1232,95666,Male,1,1,0,24,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,78.85,1,3079
1233,95669,Female,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,44.45,1,4879
1234,95686,Male,0,0,0,36,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,84.9,1,2455
1235,95688,Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.25,1,2959
1236,95690,Male,0,0,0,1,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,74.35,1,5633
1237,95692,Male,0,0,0,1,1,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,0,Mailed check,62.05,1,2937
1238,95715,Male,0,1,0,39,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,0,Credit card (automatic),80.0,1,2704
1239,95722,Male,0,0,0,5,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,0,Mailed check,104.1,1,3131
1240,95728,Male,1,1,0,24,0,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,0,Bank transfer (automatic),39.1,1,4591
1241,95758,Male,0,0,0,2,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,76.5,1,5944
1242,95776,Male,0,0,0,5,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,49.2,1,4336
1243,95815,Male,0,0,0,11,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),23.15,1,5671
1244,95817,Female,0,1,0,4,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,80.85,1,2961
1245,95821,Male,0,0,0,1,1,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,0,Mailed check,60.1,1,5654
1246,95823,Male,0,0,0,1,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,78.95,1,2038
1247,95828,Male,0,0,0,2,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,45.15,1,2699
1248,95835,Female,0,0,0,3,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,79.4,1,2448
1249,95838,Male,0,0,0,44,0,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,1,Mailed check,53.95,1,3051
1250,95842,Female,0,1,0,24,1,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),99.3,1,4811
1251,95918,Male,0,0,0,18,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,80.65,1,3788
1252,95923,Female,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Mailed check,71.1,1,5824
1253,95928,Female,1,1,0,65,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,106.25,1,5965
1254,95934,Female,0,1,0,53,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),20.8,1,4166
1255,95939,Male,1,0,0,1,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.0,1,4176
1256,95950,Female,1,0,0,15,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,0,Electronic check,89.85,1,2668
1257,95951,Female,0,0,0,4,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,46.0,1,5246
1258,95953,Female,0,0,0,9,1,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,0,Mailed check,66.25,1,5515
1259,95955,Female,0,0,0,22,1,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,1,Electronic check,90.0,1,4739
1260,95956,Male,0,0,0,38,1,No,Fiber optic,No,No,No,No,No,No,One year,1,Bank transfer (automatic),70.45,1,5437
1261,95961,Male,0,0,0,53,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.75,1,6265
1262,95966,Male,0,0,0,1,1,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,1,Electronic check,53.95,1,2771
1263,95970,Female,1,0,0,8,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,105.5,1,5546
1264,95971,Female,0,0,0,16,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,81.0,1,2335
1265,95984,Female,0,1,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.8,1,2123
1266,95987,Male,1,0,0,7,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Mailed check,73.75,1,5638
1267,95993,Male,1,0,0,9,1,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,54.55,1,4656
1268,96007,Female,1,0,0,37,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,76.25,1,5859
1269,96008,Female,0,0,0,5,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Mailed check,93.9,1,5435
1270,96011,Female,1,0,0,3,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.4,1,2491
1271,96017,Female,0,1,0,31,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,91.15,1,5219
1272,96024,Female,0,0,0,2,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.95,1,5390
1273,96032,Female,0,1,0,37,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,99.5,1,4233
1274,96039,Female,0,0,0,38,1,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,1,Credit card (automatic),83.9,1,2157
1275,96040,Female,1,1,0,48,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,0,Electronic check,117.45,1,5915
1276,96041,Male,0,0,0,10,1,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,104.4,1,5035
1277,96052,Male,1,0,0,8,0,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,29.4,1,5971
1278,96064,Male,0,0,0,2,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,44.65,1,4655
1279,96071,Female,0,0,0,3,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,25.25,1,2088
1280,96073,Female,0,0,0,4,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,0,Bank transfer (automatic),84.05,1,5552
1281,96074,Male,1,1,0,37,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,85.7,1,4712
1282,96075,Female,0,0,0,1,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,74.7,1,4692
1283,96080,Female,0,0,0,5,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,90.8,1,5090
1284,96088,Female,1,0,0,28,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,106.15,1,5030
1285,96091,Female,0,0,0,30,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,0,Bank transfer (automatic),85.35,1,2313
1286,96093,Male,1,0,0,36,1,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,1,Electronic check,90.85,1,5692
1287,96110,Female,0,0,0,1,0,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,35.75,1,3351
1288,96115,Female,1,1,1,4,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,46.0,1,4797
1289,96125,Male,0,1,0,17,1,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,1,Electronic check,89.4,1,2544
1290,96130,Male,0,0,0,3,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.8,1,4323
1291,96132,Male,0,1,1,4,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,50.9,1,5691
1292,96137,Male,0,0,0,4,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,81.0,1,3591
1293,96140,Male,0,0,0,26,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,98.35,1,4997
1294,96142,Male,0,0,0,5,0,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,1,Mailed check,51.0,1,4630
1295,96143,Female,0,1,0,4,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,91.65,1,2140
1296,96150,Male,0,0,0,1,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,90.85,1,5086
1297,96161,Male,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Mailed check,69.4,1,2847
1298,90001,Female,1,0,0,8,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),94.45,1,3676
1299,90004,Female,0,1,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),20.15,1,4277
1300,90005,Male,1,0,0,50,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,95.7,1,4287
1301,90010,Female,0,0,0,26,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),74.95,1,2934
1302,90011,Female,0,0,0,6,0,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,47.95,1,2240
1303,90013,Female,0,0,0,3,1,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,1,Electronic check,63.6,1,3155
1304,90020,Male,0,0,0,3,0,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,1,Mailed check,36.85,1,5825
1305,90024,Female,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,44.1,1,5955
1306,90027,Male,0,0,0,14,0,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,50.75,1,4883
1307,90028,Female,1,1,0,61,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Credit card (automatic),104.4,1,4412
1308,90029,Female,1,1,0,40,0,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,39.3,1,2296
1309,90038,Female,0,0,0,58,1,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,106.45,1,5902
1310,90041,Female,0,0,0,18,1,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,96.05,1,5581
1311,90042,Female,0,0,0,7,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),75.1,1,5514
1312,90044,Male,1,0,0,2,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,44.7,1,4618
1313,90048,Male,0,0,0,19,1,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,1,Credit card (automatic),55.0,1,4539
1314,90056,Male,0,1,0,11,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.35,1,5075
1315,90058,Female,0,1,0,39,1,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,1,Credit card (automatic),104.7,1,2371
1316,90059,Female,0,0,0,15,1,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,1,Mailed check,55.7,1,4519
1317,90071,Female,0,0,0,5,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.85,1,3799
1318,90221,Female,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.3,1,5963
1319,90240,Male,1,1,0,10,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,85.55,1,3336
1320,90245,Male,0,0,0,6,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,0,Mailed check,94.5,1,3469
1321,90255,Female,1,1,0,16,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Credit card (automatic),85.35,1,5769
1322,90260,Female,0,0,0,2,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Mailed check,79.65,1,5082
1323,90263,Female,1,0,0,2,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,79.6,1,4322
1324,90272,Male,1,0,0,19,1,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,1,Electronic check,90.6,1,2373
1325,90290,Female,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),20.2,1,3061
1326,90291,Male,0,1,0,66,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,1,Credit card (automatic),106.05,1,5602
1327,90402,Female,0,0,0,36,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,99.15,1,4188
1328,90405,Female,0,1,0,39,0,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,55.9,1,5632
1329,90501,Male,0,0,0,21,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,82.35,1,2902
1330,90502,Male,0,0,0,2,0,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,1,Credit card (automatic),40.4,1,3620
1331,90602,Female,0,0,0,4,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,75.35,1,2220
1332,90603,Male,0,0,0,35,1,No,Fiber optic,No,No,Yes,No,Yes,No,One year,1,Electronic check,85.15,1,5928
1333,90623,Female,0,1,0,33,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,93.8,1,5080
1334,90703,Male,0,0,0,45,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Electronic check,20.4,1,5398
1335,90712,Male,1,1,0,7,1,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,1,Credit card (automatic),94.7,1,3591
1336,90713,Male,0,0,0,6,0,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),30.5,1,4667
1337,90732,Male,1,0,0,3,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,77.0,1,3128
1338,90740,Female,0,0,1,11,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),20.1,1,4500
1339,90742,Female,0,0,0,1,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Electronic check,75.3,1,2176
1340,90802,Female,1,1,0,40,1,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,1,Credit card (automatic),99.2,1,5098
1341,90808,Male,1,0,0,47,1,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,0,Mailed check,85.5,1,3645
1342,90810,Female,0,0,0,7,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.05,1,5595
1343,90822,Male,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,70.4,1,4238
1344,91010,Male,0,1,0,7,1,No,DSL,Yes,No,No,No,No,No,One year,1,Electronic check,49.75,1,5651
1345,91020,Female,1,0,0,15,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),75.3,1,4526
1346,91030,Female,0,1,0,11,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.0,1,2120
1347,91042,Male,0,0,0,67,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),118.35,1,6255
1348,91104,Male,0,0,0,8,0,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,30.45,1,4549
1349,91105,Female,0,1,0,44,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,96.1,1,5606
1350,91107,Male,1,1,0,24,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,104.25,1,2104
1351,91108,Male,1,0,0,15,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,80.2,1,4958
1352,91324,Female,0,1,0,17,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,104.2,1,2365
1353,91351,Male,1,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.65,1,5844
1354,91355,Male,0,0,0,9,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,80.8,1,3890
1355,91367,Female,0,0,0,7,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Mailed check,80.3,1,3949
1356,91384,Male,1,1,0,36,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,84.1,1,2987
1357,91402,Male,0,0,0,3,1,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,69.35,1,3520
1358,91411,Female,1,1,0,34,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Mailed check,79.6,1,3980
1359,91501,Female,1,0,0,1,0,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,36.45,1,5303
1360,91605,Male,0,0,0,22,1,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Electronic check,89.4,1,5438
1361,91702,Female,1,1,0,47,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,80.35,1,5915
1362,91731,Female,1,1,0,24,0,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,1,Credit card (automatic),40.65,1,3843
1363,91737,Male,0,1,0,53,0,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,1,Electronic check,60.45,1,5650
1364,91739,Female,0,1,0,8,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,84.9,1,2656
1365,91744,Female,0,1,0,2,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),73.55,1,5799
1366,91745,Female,0,1,0,8,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),20.15,1,4785
1367,91746,Female,0,1,0,48,0,No phone service,DSL,No,Yes,Yes,No,No,No,One year,0,Mailed check,34.7,1,5995
1368,91767,Female,1,1,0,43,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,1,Electronic check,107.55,1,4423
1369,91770,Male,1,1,0,16,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,98.75,1,3392
1370,91775,Female,0,1,0,8,1,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,101.15,1,2750
1371,91801,Male,0,0,0,20,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Electronic check,88.7,1,4115
1372,91905,Female,0,0,0,2,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,79.75,1,5172
1373,91906,Female,0,0,0,27,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Mailed check,94.55,1,4464
1374,91914,Female,1,0,0,5,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,69.05,1,3368
1375,91932,Male,0,1,0,52,1,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,1,Bank transfer (automatic),96.25,1,4751
1376,91934,Male,1,0,0,37,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,101.1,1,4424
1377,91935,Male,0,0,0,69,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,1,Bank transfer (automatic),104.7,1,6350
1378,92004,Male,0,0,1,40,1,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,Mailed check,55.25,1,2810
1379,92008,Female,0,0,0,6,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,90.1,1,5656
1380,92019,Male,0,0,0,11,1,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,0,Electronic check,53.75,1,3407
1381,92021,Female,0,0,0,6,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,89.3,1,5800
1382,92028,Female,0,1,0,3,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,95.2,1,4176
1383,92036,Female,1,0,0,5,0,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,45.7,1,3561
1384,92040,Male,0,1,0,8,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,74.5,1,3683
1385,92056,Female,0,0,0,1,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,79.65,1,2119
1386,92071,Female,1,1,0,28,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),101.3,1,4994
1387,92075,Female,0,1,0,1,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Mailed check,80.05,1,2943
1388,92078,Male,0,1,0,29,1,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Electronic check,89.2,1,5292
1389,92091,Male,0,1,0,19,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,83.65,1,3427
1390,92105,Female,0,1,0,6,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),19.5,1,5579
1391,92106,Male,0,0,0,1,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,0,Mailed check,51.25,1,2180
1392,92109,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,45.6,1,3037
1393,92111,Female,0,0,0,6,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,Bank transfer (automatic),49.65,1,4248
1394,92121,Male,0,1,1,15,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,20.0,1,4672
1395,92124,Female,0,1,0,25,0,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),34.0,1,5024
1396,92126,Male,1,1,0,10,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,1,Mailed check,92.5,1,2415
1397,92129,Female,0,1,0,13,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,88.35,1,3740
1398,92130,Female,0,1,0,49,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),107.95,1,5785
1399,92210,Female,1,0,0,1,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,74.45,1,4291
1400,92211,Female,0,0,0,37,1,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,64.75,1,5554
1401,92225,Male,0,0,0,26,1,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,0,Electronic check,89.8,1,3452
1402,92236,Female,0,0,0,12,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,0,Mailed check,95.5,1,3538
1403,92251,Female,1,0,0,10,0,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,29.65,1,5702
1404,92252,Male,0,1,0,5,1,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,1,Electronic check,84.5,1,5141
1405,92257,Male,0,0,0,18,1,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Credit card (automatic),90.7,1,2931
1406,92262,Female,1,0,0,3,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.3,1,5165
1407,92267,Female,0,0,0,54,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),103.95,1,6117
1408,92273,Female,0,0,0,10,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.75,1,5578
1409,92274,Female,0,0,0,1,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,50.8,1,4535
1410,92280,Male,0,0,0,2,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,80.25,1,5055
1411,92281,Male,0,1,0,32,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,78.9,1,5949
1412,92283,Male,0,0,0,36,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,84.75,1,5272
1413,92285,Male,0,0,0,53,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,0,Bank transfer (automatic),85.45,1,4753
1414,92305,Male,0,1,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.9,1,5441
1415,92308,Male,1,0,0,12,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,99.45,1,2819
1416,92311,Female,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.6,1,4063
1417,92314,Female,0,0,0,5,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Credit card (automatic),81.0,1,3718
1418,92316,Male,0,0,0,6,1,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,84.85,1,3420
1419,92338,Female,1,0,0,26,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,89.15,1,4074
1420,92341,Female,1,1,0,1,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,24.8,1,5377
1421,92346,Male,0,0,0,64,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,1,Credit card (automatic),105.65,1,4870
1422,92365,Male,0,0,0,13,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,80.85,1,5964
1423,92374,Female,0,1,0,9,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,89.45,1,4971
1424,92377,Male,0,0,0,10,1,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),72.15,1,2457
1425,92384,Female,0,0,0,2,1,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,0,Electronic check,76.4,1,3005
1426,92397,Female,1,0,0,20,1,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,1,Mailed check,61.6,1,3866
