,Zip Code,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Paperless Billing,Monthly Charges,Churn,CLTV,Gender_Female,Gender_Male,Contract_Month-to-month,Contract_One year,Contract_Two year,Payment Method_Bank transfer (automatic),Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,Multiple Lines_No,Multiple Lines_No phone service,Multiple Lines_Yes,Online Security_No,Online Security_No internet service,Online Security_Yes,Online Backup_No,Online Backup_No internet service,Online Backup_Yes,Device Protection_No,Device Protection_No internet service,Device Protection_Yes,Tech Support_No,Tech Support_No internet service,Tech Support_Yes,Internet Service_DSL,Internet Service_Fiber optic,Internet Service_No,Streaming TV_No,Streaming TV_No internet service,Streaming TV_Yes,Streaming Movies_No,Streaming Movies_No internet service,Streaming Movies_Yes
473,91030,1,1,0,-0.015112235388574289,1,0,0.6825614952588556,1,-1.4270618725930873,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
474,91040,0,0,0,-0.055829708166588284,1,1,0.724103470781268,1,-0.17099406762905592,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
475,91042,0,0,0,-0.5444393815027563,1,1,0.3020369994735567,1,-1.8167302831505696,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
476,91202,1,1,0,1.0028245840617755,0,1,-0.6617368326464136,1,0.6522966739826309,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
477,91204,1,0,0,-1.2773538915070082,1,0,-0.6534284375419311,1,0.08343151063081855,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
478,91206,0,0,0,-0.34085201761268624,1,1,1.0381608057307068,1,-1.1261465707309102,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
479,91207,0,0,0,-1.2773538915070082,1,0,-1.4859296270110782,1,0.26178299572328867,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
480,91301,0,1,0,1.3285643662858877,1,0,1.4585655980175218,1,1.4536104553459566,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
481,91321,0,0,0,-0.9108966365048822,1,1,-0.6384733263538628,1,-0.2563661055169208,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
482,91325,0,1,0,-1.2366364187289942,0,1,-0.9857642417212313,1,-1.4853853440214306,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
483,91326,0,0,0,-1.2773538915070082,1,0,-0.6168714990822081,1,-0.19719736638671742,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
484,91331,0,0,0,-1.2773538915070082,1,0,-0.6517667585210347,1,1.2067922864028224,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
485,91335,1,0,0,-1.2773538915070082,0,1,-0.7132488822942052,1,0.48324313361062127,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
486,91342,1,0,0,0.2291926012795097,1,1,-0.25296379350587445,1,-1.0906453272527883,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
487,91344,0,1,0,-0.5444393815027563,1,1,0.2804351722019025,1,0.2685451373381691,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
488,91345,0,0,0,0.7992372201717056,1,1,0.684223174279752,1,1.69197594727049,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
489,91351,0,0,0,-1.2773538915070082,1,0,-0.6251798941866905,1,0.41224064665437726,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
490,91361,0,0,0,-1.1959189459509803,1,0,0.6310494456110641,1,0.3818110093874155,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
491,91411,0,0,0,-1.2773538915070082,1,1,0.17574939388542274,1,-1.4380503527172679,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
492,91423,0,0,0,-1.2366364187289942,1,1,0.7058250015514067,1,0.1231590926182408,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
493,91502,1,1,0,0.1070401829454677,1,1,1.187711917611392,1,0.29136736528839036,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0
494,91601,0,0,0,-0.6665917998367983,1,0,0.2621567029720411,1,-1.3104149297364007,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
495,91605,0,1,0,-1.2773538915070082,1,1,-1.4543577256140447,1,-0.5471381949567773,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
496,91606,1,0,0,-1.2773538915070082,1,0,-0.6534284375419311,1,-1.403394376941006,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
497,91710,1,1,0,-0.09654718094460228,1,1,-0.4772904613269021,1,0.3336307503813928,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
498,91711,1,0,0,-1.114484000394952,1,0,0.4715282596050001,1,-0.29271261669690285,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
499,91732,0,0,0,0.9621071112837616,1,1,0.9866487560829155,1,0.36321511994649447,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
500,91754,0,0,0,0.4734974379475937,1,1,0.6659447050498906,1,-0.3408928757029256,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
501,91761,0,0,0,-1.2773538915070082,1,0,-0.4606736711179371,1,0.600735344169168,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
502,91768,0,1,0,0.6770848018376636,1,1,1.164448411318841,1,1.4265618888864349,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
503,91770,0,1,0,0.5956498562816357,1,1,1.4153619434742124,1,-0.6595587993041637,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
504,91773,0,1,0,-0.055829708166588284,1,1,-1.5025464172200433,1,-1.4481935651395885,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
505,91789,0,0,0,-1.1959189459509803,1,1,0.4765132966676893,1,0.7934563801932589,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
506,91910,0,0,0,-0.9923315820609102,0,0,-1.3048066137333596,1,0.9954753609378104,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
507,91915,0,0,0,-1.2366364187289942,1,0,0.531348704357274,1,-1.8801253607900732,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
508,91917,0,1,0,1.3285643662858877,1,1,0.900241446996297,1,0.9549025112485281,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
509,91934,0,0,0,-1.2773538915070082,1,1,0.35188737010045174,1,0.7469666565909563,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
510,91935,0,0,0,-1.2773538915070082,1,1,0.355210728142245,1,0.9447592988262076,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
511,92003,0,0,0,-0.34085201761268624,1,1,-0.5055390046821426,1,0.5111369677720029,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
512,92007,0,0,0,1.4914342573979436,1,1,0.4598965064587243,1,1.5465899025505618,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
513,92014,0,1,0,-1.0330490548389242,1,1,0.5429804575035494,1,-0.9824510614147021,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
514,92024,0,1,0,-0.8701791637268682,1,1,0.33859393793328,1,-1.9917006974355995,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
515,92026,1,0,0,-1.2773538915070082,1,1,0.9567385337067782,1,0.9599741174596884,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
516,92037,0,1,0,1.0435420568397897,1,1,1.2408856462800797,1,0.01242902367457451,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
517,92056,0,1,0,-0.7480267453928262,1,1,0.8686695455992639,1,0.6320102491379898,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
518,92057,0,1,0,-0.8294616909488542,0,0,-1.1818423661870183,1,-0.5522098011679376,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
519,92060,0,1,0,-0.3001345448346723,1,1,0.8105107798678864,1,1.2279239789493237,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0
520,92061,1,1,0,1.0435420568397897,1,1,1.4652123141011075,1,0.2862957590772301,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
521,92065,1,0,0,-0.6665917998367983,1,1,0.6642830260289941,1,0.6218670367156691,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
522,92069,0,1,0,-1.2773538915070082,1,1,-0.6334882892911731,1,-1.0255597142095645,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
523,92071,1,0,0,-1.2773538915070082,1,1,0.17242603584362992,1,-1.0078090924705034,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
524,92082,0,1,0,-1.2366364187289942,0,0,-0.6700452277508961,1,0.9143296615592458,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
525,92083,0,0,0,-0.38156949039070026,1,1,0.33859393793328,1,1.2651157578311658,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
526,92101,0,0,0,1.0028245840617755,1,1,1.0132356204172592,1,1.1738268460302805,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
527,92102,0,0,0,-0.34085201761268624,1,1,0.833774286160437,1,-1.986629091224439,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0
528,92103,0,1,0,0.6770848018376636,1,0,1.1860502385904956,1,-0.13971916266023415,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
529,92104,0,0,0,-1.114484000394952,1,0,-0.5852995976851747,1,-1.3044980558233803,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
530,92105,0,0,0,-1.2366364187289942,1,1,0.5130702351274127,1,-1.704309678803183,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
531,92106,0,0,0,-1.1552014731729663,1,1,0.7423819400111294,1,1.0030827702545508,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
532,92108,0,0,0,-1.114484000394952,1,1,0.37016583933031366,1,-0.7440855694901685,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
533,92110,0,1,0,0.5956498562816357,1,1,1.1295531518800144,1,0.18739943795960445,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0
534,92115,0,0,0,-0.9108966365048822,1,0,0.7207801127394753,1,1.0977527528628763,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
535,92117,0,0,0,-1.2773538915070082,1,1,-0.6467817214583452,1,-1.1422066570662512,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
536,92118,0,1,0,1.4099993118419156,1,0,1.30735280711594,1,0.38603734789671573,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
537,92122,1,1,0,-1.114484000394952,1,1,0.5396570994617566,1,-0.09576524216351165,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
538,92129,0,1,0,1.4099993118419156,1,1,0.8586994714738846,1,-0.005321598064486499,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
539,92139,0,1,0,-0.7073092726148122,1,0,0.7772771994499564,1,-1.5859722005427763,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
540,92154,0,0,0,-1.2773538915070082,1,1,-1.4809445899483886,1,-0.06364506949282982,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
541,92211,0,1,0,-0.25941707205665826,1,1,0.8653461875574706,1,-1.4870758794251508,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
542,92220,0,0,0,-0.4222869631687143,1,1,0.4848216917721718,1,0.2685451373381691,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
543,92239,1,0,0,-0.46300443594672824,1,1,1.0647476700650507,1,-0.0704072111077102,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
544,92249,0,1,0,0.5956498562816357,1,1,0.6177560134438919,1,-1.5927343421576567,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
545,92250,0,0,0,-1.2366364187289942,1,1,-0.5105240417448321,1,0.6041164149766082,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
546,92253,0,1,0,-0.4222869631687143,1,1,0.4798366547094826,1,-0.8370650166947738,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1
547,92258,0,1,0,-1.0330490548389242,1,0,-0.533787548037383,1,-1.1971490576871542,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
548,92270,0,0,0,-1.2773538915070082,1,1,1.0248673735635347,1,-0.26143771172808106,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
549,92273,0,0,0,0.6770848018376636,1,1,-0.16655648441925638,1,1.357249937333911,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
550,92277,1,0,0,0.4327799651695797,1,1,1.4419488078085567,1,-1.3247844806680216,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
551,92281,0,0,0,-1.2773538915070082,1,0,0.21895304842873167,1,-1.505671768866072,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
552,92304,0,0,0,-1.2773538915070082,1,1,-1.4826062689692852,1,0.4553492994492397,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
553,92305,0,0,0,-1.2773538915070082,1,0,0.16577931976004381,1,-1.2673062769415382,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
554,92307,1,1,0,-0.015112235388574289,1,1,0.9451067805605029,1,0.7156917516221345,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
555,92308,0,1,0,-0.6258743270587842,1,0,0.5346720623990668,1,0.653987209386351,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
556,92309,0,0,0,-1.1552014731729663,0,1,-1.03395293332723,1,-1.5530067601702344,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
557,92321,0,0,0,-1.2773538915070082,1,1,0.5047618400229301,1,0.35053610441859373,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
558,92324,0,0,0,-1.2773538915070082,1,0,-1.5108548123245258,1,-0.9841415968184222,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
559,92333,0,1,0,0.1884751285014957,1,1,1.144508263068083,1,-0.6773094210432247,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1
560,92337,0,1,0,-0.9923315820609102,1,1,0.6792381372170627,1,-1.279140024767579,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
561,92338,0,0,0,-1.1959189459509803,1,0,0.34856401205865895,1,1.2659610255330258,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
562,92359,0,0,0,-1.2773538915070082,1,0,-0.34601781867607845,1,-0.15916031980301526,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
563,92374,0,1,0,-1.114484000394952,0,1,-1.323085082963221,1,1.2380671913716441,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
564,92382,0,1,0,0.31062754683553767,0,1,-0.7448207836912387,1,0.8636135994476429,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
565,92386,0,0,0,-1.2773538915070082,1,1,0.35022569107955537,1,-0.6798452241488049,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
566,92389,0,0,0,0.7585197473936917,1,1,0.9982805092291908,1,0.5694604392003462,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
567,92397,1,0,0,-1.2773538915070082,1,1,0.19236618409438774,1,-1.9054833918458745,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
568,92408,0,1,0,0.02560523738943971,1,0,0.7108100386140963,1,-0.8996148266324173,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
569,92539,0,1,0,-0.09654718094460228,1,1,0.6725914211334766,1,-0.5936279185590799,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
570,92543,0,0,0,-1.2366364187289942,1,0,0.524701988273688,1,-1.3053433235252405,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
571,92551,0,0,0,-1.2366364187289942,1,1,0.3668424812885204,1,0.7351329087649157,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
572,92555,1,1,0,-0.1372646537226163,1,1,1.121244756775532,1,0.6227123044175292,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
573,92563,1,1,0,-0.7887442181708402,1,1,1.0132356204172592,1,-1.1988395930908744,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
574,92567,1,1,0,-1.0330490548389242,1,1,0.3203154687034186,1,0.48070733050504116,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
575,92586,0,0,0,-0.09654718094460228,1,0,0.6775764581961663,1,0.014119559078294607,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0
576,92606,1,0,0,-1.2366364187289942,1,1,0.7905706316171282,1,-0.6046163986832606,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
577,92610,0,1,1,-0.34085201761268624,1,0,-0.33272438650890646,1,1.0977527528628763,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
578,92625,1,0,0,-1.2773538915070082,1,1,0.8819629777664356,1,-1.7152981589273637,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
579,92629,0,0,0,-1.2773538915070082,1,1,0.48980672883486154,1,0.07582410131407812,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
580,92655,1,1,0,-1.0330490548389242,1,1,0.17741107290631913,1,-0.6181406819130213,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
581,92657,0,1,0,1.4099993118419156,1,1,1.5466345861250361,1,-0.21494798812577842,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
582,92661,1,1,0,1.0028245840617755,1,1,1.0132356204172592,1,1.571102665904503,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
583,92662,0,1,0,-1.0330490548389242,1,1,0.7141333966558892,1,-0.892852685017537,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0
584,92663,1,1,0,-1.2773538915070082,1,1,1.197681991736771,1,-1.0754305086193074,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
585,92679,0,0,0,-0.7480267453928262,1,1,0.7157950756767856,1,-0.611378540298141,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
586,92705,0,0,0,-0.17798212650063028,1,1,0.8370976442022303,1,-1.633307191846939,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
587,92706,1,1,0,-0.6258743270587842,1,1,0.38844430856017503,1,-0.9587835657626207,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
588,92804,0,0,0,-0.9108966365048822,1,1,0.17408771486452634,1,-1.051763012967226,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
589,92843,0,0,0,0.06632271016745371,1,1,-0.012020335475881591,1,0.6666662249142518,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
590,92845,0,1,0,-1.2773538915070082,1,1,1.2525173994263556,1,0.3471550336111536,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
591,92886,0,0,0,-1.1959189459509803,1,0,0.5097468770856194,1,-0.05941873098352957,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
592,93001,0,0,0,-1.2366364187289942,1,1,0.5130702351274127,1,-0.016310078188667122,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
593,93003,0,0,0,-1.0737665276169381,1,1,1.1096130036292566,1,-0.6950600427822857,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1
594,93010,0,0,0,-0.8294616909488542,1,1,1.6014699938146209,1,-0.3679414421624471,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
